"11","Alexandru Valentin Țachianu ","Ministerul Agriculturii si Dezvoltarii Rurale","Secretar de Stat","https://www.madr.ro/conducere/3-ss-alexandru-valentin-tachianu.html",,NULL,,,"Data nașterii:

Stare civilă:

 

Experiență profesională:

Martie 2018 – Prezent - Secretar de Stat - Ministerul Agriculturii și Dezvoltării Rurale
Iunie 2017 – Februarie 2018 - Director General - Agenția Domeniilor Statului
Martie 2017 – Iunie 2017 - Președinte cu rang de Secretar de Stat - Agenția Domeniilor Statului
2009–2017 - Administrator - Societate Comercială
2013–2016 - Manager Proiect - Asociația Grupul de Acțiune Locală Titu, Titu (România)
2009–2015 - Inginer agronom - Societate Comercială
 

Educație și formare

04/2015 - Diploma Manager Proiect - Proiect POSDRU - Curs de Inițiere

03/2010 - UMP - MAKIS, Bucuresti (Romania) - Consultanta Agricola - Universitatea de Stiinte Agronomice si Medicina Veterinara Universitatea de Stiinte Agronomice si Medicina Veterinara - Centrul de Pregatire si Informare, Bucuresti (România)

2008-2010 - Master în economia aplicată - FH-Weihenstephan Freising, Abt. Triesdorf., Triesdorf (Germania)

2003-2008 - Diplomă de Inginer Diplomat - Universitatea de Stiinte Agronomice si Medicina Veterinara, Bucuresti (România)

Diplomă de bacalaureat - Liceul Teoretic I.C. Visarion Titu, Titu (România)

 

Limbi străine

 Engleză

Germană","2019-08-31 19:38:55"
"12","Maricel Floricel Dima","Ministerul Agriculturii si Dezvoltarii Rurale","Secretar de Stat 
","https://www.madr.ro/conducere/34-maricel-floricel-dima.html",,NULL,,,"Data nașterii: 23 august 1967

Experiența profesională

• Februarie 2017 – prezent: Subsecretar de Stat, Ministerul Agriculturii și Dezvoltării Rurale
• Decembrie 2016 – Februarie 2017: Director executiv, Direcția Agricolă Județeană Galați
• Februarie 2010 – Decembrie 2016: Director executiv, Camera Agricolă a Județului Galați
• Noiembrie 2009 - Februarie 2010: Consilier superior, Oficiul Județean de Consultantă Agricolă Galați
• Mai 2005 - Noiembrie 2009: Director executiv, Oficiul Județean de Consultantă Agricolă Galați
• 2003 – Mai 2005: Consilier, Oficiul Județean de Consultantă Agricolă Galați
• 2003: Inspector de specialitate ADS Galați
• 2001 – 2003: Șef ferma si șef secție, SC Agromec Chiraftei SA, județul Galați
• 1999 – 2001: Director tehnic, SC Aprofrance SRL, Piatra Neamț, filiala Galați
• 1993 – 1999: Șef ferma, SC Brateș Prut SA Frumușița, județul Galați

Educație și formare

• 2005 – 2008: Doctor în Științe Agricole, Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad” Iași/ Facultatea de Agricultură
• 2003 – 2004 – Master în dezvoltare agricolă rurală, Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad” Iași & Institutul Superior de Agricultură Lille - Franța
• 1988 – 1993: Diplomă inginer agronom, Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad” Iași/ Facultatea de Agricultură

Cursuri de specializare

• 2007: studii postuniversitare de consultant agricol, UASMV București prin centrul de pregătire și informare UMP- MAKIS
• 2008: studii postuniversitare de management și marketing în agricultură, UASMV Iași

Limbi străine:

• Franceză (înțelegere, vorbire, scriere – avansat)","2019-08-31 19:40:43"
"13","Constantin Ilie Aprodu","Ministerul Agriculturii si Dezvoltarii Rurale
","Secretar General",,,NULL,,,"?","2019-08-31 19:46:57"
"14","Lucian Dumitru","Ministerul Agriculturii si Dezvoltarii Rurale
","Secretar General Adjunct","https://www.madr.ro/conducere/17-lucian-dumitru.html",,NULL,,,"?","2019-08-31 19:48:25"
"15","George Sava","Ministerul Agriculturii si Dezvoltarii Rurale
","Secretar General Adjunct","https://www.madr.ro/conducere/39-george-sava.html",,NULL,,,"Data naşterii: 02.10.1975

Experienţa profesională

• 05.04.2017 - prezent - Secretar General Adjunct, Ministerul Agriculturii şi Dezvoltării Rurale
• Decembrie 2016 - 05.04.2017 - Inspector principal - Direcția de Evidență a Persoanelor, Primăria Municipiului Buzău
• Iunie 2016 - decembrie 2016 - Secretar al U.A.T. Municipiul Buzău - Primăria Municipiului Buzău
• 22.04.2015 - 29.06.2016 - Prefect, Ministerul Afacerilor Interne - Instituția Prefectului județului Buzău
• 19.03.2014 - 22.04.2015 - Subprefect, Ministerul Afacerilor Interne - Instituția Prefectului județului Buzău
• 2012 - 19.03.2014 - Inspector principal, Primăria comunei Cislău
• 2005 - 19.03.2012 - Consilier juridic definitiv, SC Elcar Gid SRL - Dealer Skoda Buzău
• 14.02.2001 - 01.09.2005 - Consilier juridic definitiv, Regia Națională a Pădurilor Romsilva - Direcția Silvică Buzău

Educaţie şi formare

Noiembrie 2016 - februarie 2017 - Managementul Strategic al Afacerilor Interne - Colegiul Național al Afacerilor Interne
Februarie 2015 - iunie 2015 - Programul de formare specializată pentru ocuparea unei funcţii publice corespunzătoare categoriei înalţilor funcţionari publici - Agenția Națională a Funcționarilor Publici
2014 - Managementul situațiilor de urgență - Ministerul Afacerilor Interne - Inspectoratul General pentru Situații de Urgență
Ianuarie - martie 2012 - Cursuri de mediator - autorizat - Consiliul de Mediere
2004-2005 - Drept comunitar, drept internațional, organizarea institutiilor europene, Universitatea Dimitrie Cantemir
2000 - Licențiat în științe juridice, Academia de Poliție Alexandru Ioan Cuza
1995 - 1999 - Facultatea de drept, Universitatea Ecologică din București

Competenţe şi abilităţi sociale

Bune competenţe de comunicare dobândite prin experienţa proprie de consultant juridic;
Experiență în susținerea problematicilor de fond funciar, situațiilor de urgență;
Întelegerea și prezentarea aspectelor de legalitate a hotărârilor de consiliu local și județean - respectiv dispoziții de primar și președinte al Consiliului Județean;
Capacitate excelentă de comunicare și bună relaționare cu oamenii;
Experiență în mass media locală și națională;
Asumarea răspunderii și integritate în desfășurarea activității întreprinse;
Adaptabilitate și flexibilitate;
Posibilitatea de a coordona activități administrative atât la nivel local și regional, cât și național;
Coordonare în parteneriat al activităților manageriale.

Limbi străine:

Engleză (avansat, avansat, scriere – avansat)
Franceză (avansat, avansat, scriere – avansat)","2019-08-31 19:49:23"
"16","Mihai-Viorel FIFOR","Ministerul Afacerilor Interne","VICEPRIM-MINISTRU","https://mai.gov.ro/index03_1.html",,NULL,,,NULL,"2019-08-31 19:54:08"
"17","Dumitru-Daniel CHIRILĂ","Ministerul Afacerilor Interne","Secretar de Stat","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV%20Chirila%20Daniel.pdf",,,NULL,"2019-08-31 19:54:41"
"18","Raed ARAFAT","Ministerul Afacerilor Interne","Secretar de stat","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV%20Raed%20Romana%202018%20Iunie.pdf",,,NULL,"2019-08-31 19:55:16"
"19","Mihai Cătălin NECULA","Ministerul Afacerilor Interne","Secretar de Stat","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV%20Mihai%20Catalin%20Necula.pdf",,,NULL,"2019-08-31 19:55:52"
"20","Ciprian Adrian FLORESCU","Ministerul Afacerilor Interne","Secretar de Stat","https://mai.gov.ro/index03_1.html",,NULL,,,NULL,"2019-08-31 19:56:26"
"21","Florentin ROBESCU","Ministerul Afacerilor Interne","Subsecretar de Stat","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV%20Florentin%20Robescu.pdf",,,NULL,"2019-08-31 19:57:14"
"22","Mihai-Valentin BOBESCU","Ministerul Afacerilor Interne","Subsecretar de Stat","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV_Mihai%20Bobescu-RO.pdf",,,NULL,"2019-08-31 19:59:47"
"23","Pandelea PELMUȘ ","Ministerul Afacerilor Interne","Secretar general","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV%20Pandelea%20PELMUS_13_08_2019.pdf",,,NULL,"2019-08-31 20:00:29"
"24","Ioana DOROBANȚU","Ministerul Afacerilor Interne","Secretar general adjunct","https://mai.gov.ro/index03_1.html",,NULL,,,NULL,"2019-08-31 20:03:28"
"25","Geani Cătălin NICA","Ministerul Afacerilor Interne","Secretar general adjunct","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV_Nica_Geani.pdf",,,NULL,"2019-08-31 20:04:05"
"26","Valentin Costinel MELNIC","Ministerul Afacerilor Interne","Secretar general adjunct","https://mai.gov.ro/index03_1.html",,"https://mai.gov.ro/secretari/cv/CV_Valentin_Costinel_MELNIC.pdf",,,NULL,"2019-08-31 20:04:53"
"27","Gabriel-Beniamin Leş","Ministerul Apararii Nationale","MINISTRUL APĂRĂRII NAŢIONALE","https://www.mapn.ro/conducere/ministrul_apararii/index.php",,"http://gov.ro/fisiere/ministri_fisiere/CV_-_LES_Gabriel_Beniamin.pdf",,,"Date personale

Data naşterii: 23.12.1975;
Locul naşterii: Satu Mare;
Naţionalitatea: română;
Starea civilă: căsătorit, trei copii.
Educaţie şi formare

2016: Colegiul Naţional de Apărare - Cursul ""Securitate şi bună guvernare"";
2009: Programul de formare specializată pentru ocuparea unei funcţii publice corespunzătoare categoriei înalţilor funcţionari publici;
2007: Certificat de absolvire al programului de perfecţionare ""Achiziţii publice, concesiuni, contracte"", Ministerul Internelor şi Reformei Administrative, Institutul Naţional de Administraţie;
2003-2004: Masterat - specializarea ""Managementul financiar-contabil şi juridic al firmei"", Universitatea de Vest ""Vasile Goldiş"" Arad;
1997-2002: Economist licenţiat - specializarea ""Marketing"", Universitatea de Vest Timişoara;
1990-1994: Colegiul Naţional ""Mihai Eminescu"" Satu-Mare - matematică-fizică.
Experienţă profesională

20 noiembrie 2018 - prezent: Ministru al apărării naţionale;
5 ianuarie 2017 - 29 iunie 2017: Ministru al apărării naţionale;
Octombrie 2015 - octombrie 2016: Secretar de stat - Departamentul pentru Armamente, Ministerul Apărării Naţionale;
2 decembrie 2013 - octombrie 2015: Director executiv APIA, Centrul judeţean Satu-Mare;
2010 - 2013: Consilier proiecte europene, Primăria Racşa, Satu-Mare;
2009: Subprefect, Instituţia Prefectului, Satu-Mare;
2004 - 2008: Viceprimar, Primăria Municipiului Satu-Mare;
2000 - 2004: Director economic, SC TIPO-LEŞ SRL Satu-Mare; Consilier local în Consiliul local al Municipiului Satu-Mare;
1994 - 2000: Designer SC TIPO-LEŞ SRL Satu-Mare;
1992 - 2010: Asociat unic la SC EXPERT-DESIGN SRL Satu-Mare.
Activitate politică

Membru PSD: 18.04.2003 - în prezent.
Senator: 11.12.2016 - în prezent.
Funcţii deţinute în cadrul partidului:

2005 - 2007: Şef al Departamentului Educaţie, Tineret şi Asistenţă Socială, PSD Satu-Mare;
2007: Director de campanie electorală pentru alegerile europarlamentare, PSD Satu-Mare;
2007 - 2009: Vicepreşedinte al Biroului Municipal, PSD Satu-Mare;
2007 - 2009: Membru în Consiliul Naţional PSD;
Noiembrie 2010 - ianuarie 2013: Vicepreşedinte al Biroului Politic Judeţean, Satu-Mare.
Comisii Parlamentare:

Comisia pentru comunicaţii şi tehnologia informaţiei;
Comisia Specială comună a Camerei Deputaţilor şi Senatului pentru coordonarea activităţilor parlamentare necesare pregătirii Preşedinţiei Consiliului Uniunii Europene din primul semestru al anului 2019.
Activitate publicistică

2004: ""Merceologie"", Editura Daya, Satu-Mare;
2006: ""Bazele merceologiei"", Editura Daya, Satu-Mare;
2006: ""Bazele merceologiei şi teoria calităţii"", Editura Daya, Satu-Mare;
2007: ""Managementul siguranţei alimentare şi expertiza merceologică"", Editura Daya, Satu-Mare;
2007: ""Managementul calităţii, asigurarea calităţii prin certificare şi standarde"", Editura Daya, Satu-Mare;
2008: ""Introducerea în studiul merceologiei şi problematica calităţii"", Editura Daya, Satu-Mare.
Limbi străine cunoscute

Engleză","2019-08-31 20:07:25"
"28","General Nicolae Ciucă","Ministerul Apararii Nationale","ŞEFUL STATULUI MAJOR AL APĂRĂRII","http://www.defense.ro/seful-statului-major-al-apararii",,NULL,,,"Date personale:
Data naşterii: 07.02.1967;
Locul naşterii: Localitatea Pleniţa, judeţul Dolj;
Naţionalitate: Română;
Starea civilă: Căsătorit, un copil.

Educaţie şi formare:
2012 – Curs postuniversitar de perfecţionare în  domeniul securităţii şi apărării naţionale „Securitate şi bună guvernare“ –  Colegiul Naţional de Apărare;
2006 - Colegiul de război, trupe de uscat, master în Studii Strategice, SUA;
2005 - Cursul de limba engleză - terminologie NATO, York Sr. John University; 
2004 – Cursul de relaţii civil-militari din Europa de Est şi Asia Centrală, Hulburt, Florida, SUA;
2003 - Doctor în ştiinţe militare cu lucrarea „Dimensiunea angajării Armatei României în operaţii întrunite multinaţionale “, UNAP, Bucureşti;
2001 – Cursul JOINT şi operaţii multinaţionale, Centrul PfP, Bucureşti; 
2000 – Cursul de limbă engleză, Academia Forţelor Terestre, Sibiu;
2000 – Cursul PSO (operaţii în sprijinul păcii), Centrul PfP, Bucureşti;
1997 – Cursul de instructori pentru menţinerea păcii, Centrul PfP Ankara, Turcia;
1997 – Cursul de stat major tip brigadă, Centrul PfP, Bucureşti;
1993-1995 - Cursurile Academiei de Înalte Studii Militare, Facultatea Interarme, Specialitatea Arme Întrunite, Bucureşti; 
1990 - Cursul perfecţionare comandanţi companii cercetare, Făgăraş;
1988 - Şcoala Militară de Ofiţeri Activi „Nicolae Bălcescu”, Sibiu;
1985 - Liceul Militar „Tudor Vladimirescu”, Craiova.

Experienţă profesională: 
27 noiembrie 2015 – avansat la gradul de general;

de la 1 ianuarie 2015 – şef al Statului Major General;

octombrie 2014 – 1 ianuarie 2015 - locţiitor al şefului Statului Major General;

ianuarie 2014 - octombrie 2014 şef al Statului Major al Forţelor Terestre;

ianuarie 2011 - ianuarie 2014 – comandant Divizia 2 Infanterie „Getica”, Buzău;

februarie 2009 - ianuarie 2011 - comandant al Brigăzii 282 Infanterie Mecanizată „Unirea Principatelor” , Focşani;

martie 2007 - februarie 2009 - locţiitor al comandantului Brigăzii 282 Infanterie Mecanizată „Unirea Principatelor”, Focşani;

octombrie 2006 - martie 2007, împuternicit şef de stat major, Brigada 2 Infanterie „Rovine”, Craiova;

octombrie 2004 - octombrie 2006 – şef operaţii, Brigada 2 Infanterie „Rovine”, Craiova;

ianuarie 2004 - iulie 2004  - comandant al batalionului infanterie participant la misiunea  din Irak;

2003 – conducător/director al exerciţiului OCE/EXDIR, în cadrul misiunii ISAF;

iunie 2002 - ianuarie 2003  - comandant al batalionului românesc participant la misiunea Enduring Freedom, Afganistan;

2001 - comandant al Batalionului 26 Infanterie – rezervă strategică SACEUR, participă la exerciţiul multinaţional “Dynamic Response”, Bosnia şi Herţegovina;

februarie 2001 - octombrie 2004 – comandant al Batalionului 26 Infanterie „Neagoe Basarab”, Craiova;

2000 – şef de stat major al Batalionului 26 Infanterie – rezervă strategică SACEUR;

2000 – comandant al Componentei Terestre la Exerciţiul multinaţional „Blue Danube 2000”;

noiembrie1998 - februarie 2001 – şef de stat major al Batalionului 26 Infanterie „Neagoe Basarab”, Craiova;

mai 1997 - noiembrie1998 – ofiţer de stat major în Biroul operaţii şi pregătire pentru luptă, Brigada 2 Mecanizată „Rovine”, Craiova;

mai 1996 - mai 1997 - ofiţer de stat major în cadrul misiunii UNAVEM III, Angola;

iulie1995 - mai1996 – ofiţer de stat major în Biroul operaţii şi pregătire pentru luptă, Brigada 2 Mecanizată „Rovine”, Craiova;

septembrie 1992 - octombrie 1993 – ofiţer de stat major în Biroul operaţii, Batalionul 121 Cercetare, Craiova;

martie 1989 - septembrie 1992 – comandant de pluton cercetare şi instrucţie la Batalionul 121 Cercetare, Craiova;

august 1988 - martie 1989 - comandant de pluton lansare la Regimentul 26 Mecanizat „Rovine”, Craiova.

","2019-08-31 20:08:17"
